Iteration;Investment;TP;LeanBuffer;B1;B2;S1;A1;A2;A3;A4;A5;S2;PartsProduced;Throughput;LeadTime;WIP;InvB1;InvB2;InvFastMachine;InvA1;InvA2;InvA3;InvA4;InvA5;InvMultiPurpose;Rank; 
1898;80000;0,775555555555556;10;5;5;1;92;90;90;91;95;1;558,4;0,775555555555556;65658,5962685985;14,2030976123465;0;0;0;20000;0;0;10000;50000;0;72;
1899;210000;0,837777777777778;13;5;8;1;94;93;92;95;94;1;603,2;0,837777777777778;73320,8911182165;17,2054862330729;0;30000;0;40000;30000;20000;50000;40000;0;98;
1900;170000;0,907222222222222;10;5;5;1;91;90;93;92;92;2;653,2;0,907222222222222;54253,0605030872;13,7247042594887;0;0;0;10000;0;30000;20000;20000;90000;8;
1901;160000;0,894166666666667;10;5;5;1;90;92;95;90;90;2;643,8;0,894166666666667;57381,7257902954;14,3111418500335;0;0;0;0;20000;50000;0;0;90000;43;
1902;120000;0,885277777777778;11;6;5;1;90;90;90;91;91;2;637,4;0,885277777777778;61448,2676041823;15,1950582570695;10000;0;0;0;0;0;10000;10000;90000;17;
1903;190000;0,910555555555555;11;5;6;1;91;90;94;94;90;2;655,6;0,910555555555555;56730,5507902599;14,4177414959371;0;10000;0;10000;0;40000;40000;0;90000;14;
1904;220000;0,916388888888889;10;5;5;1;92;90;95;93;93;2;659,8;0,916388888888889;53528,1313518501;13,6955387165724;0;0;0;20000;0;50000;30000;30000;90000;24;
1905;260000;0,918611111111111;10;5;5;1;92;92;95;95;93;2;661,4;0,918611111111111;54342,5635020703;13,9186166681286;0;0;0;20000;20000;50000;50000;30000;90000;30;
1906;90000;0,794444444444444;11;5;6;1;90;90;93;91;94;1;572;0,794444444444444;68292,3337182613;15,1091587419971;0;10000;0;0;0;30000;10000;40000;0;52;
1907;210000;0,913611111111111;10;5;5;1;90;91;95;92;94;2;657,8;0,913611111111111;52848,8719856529;13,4494702635587;0;0;0;0;10000;50000;20000;40000;90000;23;
1908;40000;0,757777777777778;12;7;5;1;90;90;90;92;90;1;545,6;0,757777777777778;76479,5395167844;16,1695819763266;20000;0;0;0;0;0;20000;0;0;61;
1909;160000;0,896666666666667;11;5;6;1;91;90;94;91;90;2;645,6;0,896666666666667;59778,3970765933;14,9691529857822;0;10000;0;10000;0;40000;10000;0;90000;36;
1910;50000;0,762777777777778;10;5;5;1;92;91;90;90;92;1;549,2;0,762777777777778;66925,044297327;14,2370077706544;0;0;0;20000;10000;0;0;20000;0;75;
1911;150000;0,892222222222222;10;5;5;1;90;91;94;90;91;2;642,4;0,892222222222222;57037,2707672472;14,2038693577301;0;0;0;0;10000;40000;0;10000;90000;40;
1912;180000;0,805555555555555;10;5;5;1;93;92;95;95;93;1;580;0,805555555555555;63064,056042246;14,1712302274002;0;0;0;30000;20000;50000;50000;30000;0;90;
1913;120000;0,848055555555555;12;5;7;1;91;90;93;93;93;1;610,6;0,848055555555555;67850,1846872695;16,097421377123;0;20000;0;10000;0;30000;30000;30000;0;34;
1914;200000;0,904444444444445;10;5;5;1;92;91;93;93;92;2;651,2;0,904444444444445;55815,1181320179;14,0884474949982;0;0;0;20000;10000;30000;30000;20000;90000;45;
1915;200000;0,911944444444445;10;5;5;1;90;91;92;93;95;2;656,6;0,911944444444445;53306,342242726;13,5728547665127;0;0;0;0;10000;20000;30000;50000;90000;22;
1916;100000;0,819722222222222;15;7;8;1;90;92;90;91;92;1;590,2;0,819722222222222;83561,4919763928;19,1561674768632;20000;30000;0;0;20000;0;10000;20000;0;66;
1917;270000;0,917222222222222;11;5;6;1;93;92;95;94;93;2;660,4;0,917222222222222;58020,5702892825;14,8768648668361;0;10000;0;30000;20000;50000;40000;30000;90000;39;
1918;130000;0,886111111111111;12;7;5;1;90;90;91;91;90;2;638;0,886111111111111;65608,3034493659;16,215222950992;20000;0;0;0;0;10000;10000;0;90000;32;
1919;210000;0,912777777777778;10;5;5;1;90;91;93;93;95;2;657,2;0,912777777777778;53003,9379490532;13,5025314418497;0;0;0;0;10000;30000;30000;50000;90000;25;
1920;170000;0,903333333333333;10;5;5;1;90;91;95;92;90;2;650,4;0,903333333333333;55212,829835703;13,9138678885444;0;0;0;0;10000;50000;20000;0;90000;26;
1921;50000;0,778333333333333;10;5;5;1;90;92;90;91;92;1;560,4;0,778333333333333;65720,3261212377;14,2435583974918;0;0;0;0;20000;0;10000;20000;0;35;
1922;70000;0,806388888888889;12;5;7;1;90;91;94;90;90;1;580,6;0,806388888888889;71699,2874946978;16,1872818494066;0;20000;0;0;10000;40000;0;0;0;37;
1923;130000;0,885833333333333;10;5;5;1;90;92;91;91;90;2;637,8;0,885833333333333;58067,4156743394;14,3620880392779;0;0;0;0;20000;10000;10000;0;90000;29;
1924;180000;0,905;11;5;6;1;90;90;93;93;92;2;651,6;0,905;56226,4017220287;14,2168512257079;0;10000;0;0;0;30000;30000;20000;90000;31;
1925;150000;0,9;10;5;5;1;90;90;93;91;92;2;648;0,9;56111,6226169998;14,0743896678119;0;0;0;0;0;30000;10000;20000;90000;12;
1926;320000;0,920277777777778;14;5;9;1;95;92;94;94;94;2;662,6;0,920277777777778;66778,3766218899;17,2500164910913;0;40000;0;50000;20000;40000;40000;40000;90000;39;
1927;170000;0,903055555555555;10;5;5;1;91;90;95;92;90;2;650,2;0,903055555555555;54821,416729613;13,8241099469479;0;0;0;10000;0;50000;20000;0;90000;28;
1928;140000;0,893888888888889;11;5;6;1;90;90;90;92;92;2;643,6;0,893888888888889;59061,6896211175;14,7549266355273;0;10000;0;0;0;0;20000;20000;90000;19;
1929;210000;0,9125;10;5;5;1;90;91;94;93;94;2;657;0,9125;53155,9170831097;13,5238989998018;0;0;0;0;10000;40000;30000;40000;90000;26;
1930;130000;0,781388888888889;10;5;5;1;90;91;93;95;94;1;562,6;0,781388888888889;64633,8355796937;14,0711782319923;0;0;0;0;10000;30000;50000;40000;0;88;
1931;30000;0,7825;10;5;5;1;91;90;92;90;90;1;563,4;0,7825;65251,6007859207;14,2333842090203;0;0;0;10000;0;20000;0;0;0;5;
1932;60000;0,794444444444445;10;5;5;1;90;90;94;92;90;1;572;0,794444444444445;64055,8035266864;14,1810019248834;0;0;0;0;0;40000;20000;0;0;7;
1933;300000;0,919722222222222;10;5;5;2;90;90;95;93;93;2;662,2;0,919722222222222;50536,9491483256;12,9692831647084;0;0;100000;0;0;50000;30000;30000;90000;32;
1934;80000;0,793888888888889;11;6;5;1;90;90;94;92;91;1;571,6;0,793888888888889;68633,966275683;15,1786775718746;10000;0;0;0;0;40000;20000;10000;0;52;
1935;80000;0,815;12;5;7;1;90;91;93;90;92;1;586,8;0,815;71107,7767139523;16,201745326044;0;20000;0;0;10000;30000;0;20000;0;28;
1936;60000;0,783055555555555;10;5;5;1;90;91;95;90;90;1;563,8;0,783055555555555;65065,2803231849;14,1909871536153;0;0;0;0;10000;50000;0;0;0;38;
1937;80000;0,829444444444444;16;8;8;1;90;90;90;91;91;1;597,2;0,829444444444444;86886,644917474;20,1901482101664;30000;30000;0;0;0;0;10000;10000;0;26;
1938;130000;0,885833333333333;10;5;5;1;90;92;91;91;90;2;637,8;0,885833333333333;58067,4156743394;14,3620880392779;0;0;0;0;20000;10000;10000;0;90000;29;
1939;130000;0,8875;11;5;6;1;90;90;90;91;92;2;639;0,8875;60541,553630802;15,0165389806223;0;10000;0;0;0;0;10000;20000;90000;26;
1940;90000;0,835;13;5;8;1;90;91;90;93;92;1;601,2;0,835;73305,9935417574;17,0923318428203;0;30000;0;0;10000;0;30000;20000;0;12;
1941;60000;0,800555555555555;13;5;8;1;90;90;90;92;91;1;576,4;0,800555555555555;76766,4486888107;17,1920413672426;0;30000;0;0;0;0;20000;10000;0;42;
1942;220000;0,918055555555556;10;5;5;1;90;91;95;93;94;2;661;0,918055555555556;49797,7282293026;12,7640613121269;0;0;0;0;10000;50000;30000;40000;90000;20;
1943;90000;0,812777777777778;13;5;8;1;92;91;90;91;92;1;585,2;0,812777777777778;75645,1979823715;17,2197921240942;0;30000;0;20000;10000;0;10000;20000;0;52;
1944;110000;0,881666666666667;12;6;6;1;90;90;90;90;90;2;634,8;0,881666666666667;64753,6234733786;15,9521041496443;10000;10000;0;0;0;0;0;0;90000;10;
1945;80000;0,825277777777778;14;5;9;1;90;91;90;92;91;1;594,2;0,825277777777778;78617,6618740525;18,1576959061632;0;40000;0;0;10000;0;20000;10000;0;29;
1946;60000;0,803888888888889;13;5;8;1;90;93;90;90;90;1;578,8;0,803888888888889;76756,5040749688;17,2577802898953;0;30000;0;0;30000;0;0;0;0;35;
1947;210000;0,917222222222222;10;5;5;1;90;90;95;95;92;2;660,4;0,917222222222222;48781,9424503605;12,4819694760572;0;0;0;0;0;50000;50000;20000;90000;9;
1948;80000;0,836388888888889;14;5;9;1;91;90;90;90;93;1;602,2;0,836388888888889;77594,3591109217;18,190563113296;0;40000;0;10000;0;0;0;30000;0;7;
1949;230000;0,915555555555555;10;5;5;1;92;91;94;93;94;2;659,2;0,915555555555555;54779,1463367049;13,992926378209;0;0;0;20000;10000;40000;30000;40000;90000;37;
1950;70000;0,79;12;7;5;1;90;91;94;90;90;1;568,8;0,79;73839,4249578318;16,237663371554;20000;0;0;0;10000;40000;0;0;0;81;
1951;230000;0,917777777777778;10;5;5;1;90;91;94;94;95;2;660,8;0,917777777777778;51456,4637210337;13,1796528763833;0;0;0;0;10000;40000;40000;50000;90000;26;
1952;260000;0,918611111111111;10;5;5;1;93;93;94;94;93;2;661,4;0,918611111111111;55586,3173623742;14,2520344097345;0;0;0;30000;30000;40000;40000;30000;90000;30;
1953;280000;0,921111111111111;10;5;5;1;94;93;95;94;93;2;663,2;0,921111111111111;55003,0867520766;14,1564324219193;0;0;0;40000;30000;50000;40000;30000;90000;29;
1954;80000;0,789444444444445;12;5;7;1;90;91;90;93;92;1;568,4;0,789444444444445;73186,3175156481;16,1552579430669;0;20000;0;0;10000;0;30000;20000;0;82;
1955;80000;0,83;14;5;9;1;90;92;91;90;91;1;597,6;0,83;78258,8407665447;18,2444630920052;0;40000;0;0;20000;10000;0;10000;0;18;
1956;100000;0,805;10;5;5;1;90;90;92;94;94;1;579,6;0,805;63056,8397911413;14,1507006949327;0;0;0;0;0;20000;40000;40000;0;14;
1957;170000;0,890555555555555;14;5;9;1;90;90;90;91;93;2;641,2;0,890555555555555;69554,8279817546;17,3827687981514;0;40000;0;0;0;0;10000;30000;90000;74;
1958;140000;0,883611111111111;11;5;6;1;92;91;91;90;90;2;636,2;0,883611111111111;62251,4611092932;15,3587363251818;0;10000;0;20000;10000;10000;0;0;90000;55;
1959;40000;0,7925;11;5;6;1;91;91;90;91;90;1;570,6;0,7925;69202,9089320459;15,2791084047466;0;10000;0;10000;10000;0;10000;0;0;17;
1960;160000;0,899722222222222;10;5;5;1;91;91;94;90;91;2;647,8;0,899722222222222;56579,8973665303;14,1870025501167;0;0;0;10000;10000;40000;0;10000;90000;23;
1961;80000;0,813611111111111;14;7;7;1;90;91;90;91;92;1;585,8;0,813611111111111;79881,0190805616;18,1657731244273;20000;20000;0;0;10000;0;10000;20000;0;51;
1962;60000;0,796944444444445;12;5;7;1;90;91;91;92;90;1;573,8;0,796944444444445;72562,0153718782;16,1761120361691;0;20000;0;0;10000;10000;20000;0;0;47;
1963;90000;0,800555555555556;11;5;6;1;90;90;92;93;93;1;576,4;0,800555555555556;67508,4870516821;15,0820747877;0;10000;0;0;0;20000;30000;30000;0;41;
1964;60000;0,8275;15;6;9;1;91;90;90;90;90;1;595,8;0,8275;82498,237426513;19,1567086945035;10000;40000;0;10000;0;0;0;0;0;9;
1965;110000;0,790555555555556;10;5;5;1;90;91;92;93;95;1;569,2;0,790555555555556;64240,2480225531;14,1481890860405;0;0;0;0;10000;20000;30000;50000;0;58;
1966;220000;0,914444444444445;10;5;5;1;92;92;94;92;93;2;658,4;0,914444444444445;55384,5310173848;14,1192150720622;0;0;0;20000;20000;40000;20000;30000;90000;30;
1967;90000;0,826111111111111;15;5;10;1;91;92;90;90;91;1;594,8;0,826111111111111;82559,6622396679;19,1822117569382;0;50000;0;10000;20000;0;0;10000;0;42;
1968;110000;0,833611111111111;13;5;8;1;90;91;93;92;92;1;600,2;0,833611111111111;73182,1714443438;17,0681759476093;0;30000;0;0;10000;30000;20000;20000;0;24;
1969;110000;0,812222222222222;10;5;5;1;91;90;94;93;93;1;584,8;0,812222222222222;62691,8587487032;14,1767301332919;0;0;0;10000;0;40000;30000;30000;0;18;
1970;60000;0,789166666666667;10;5;5;1;91;90;92;90;93;1;568,2;0,789166666666667;64605,2347615206;14,1998408510707;0;0;0;10000;0;20000;0;30000;0;17;
1971;90000;0,796388888888889;10;5;5;1;90;91;95;92;91;1;573,4;0,796388888888889;63782,9695982586;14,1689671972391;0;0;0;0;10000;50000;20000;10000;0;21;
1972;130000;0,835555555555556;14;5;9;1;91;90;95;91;92;1;601,6;0,835555555555556;77327,550300277;18,0436446239883;0;40000;0;10000;0;50000;10000;20000;0;72;
1973;60000;0,780833333333333;12;7;5;1;90;90;94;90;90;1;562,2;0,780833333333333;74502,2280657462;16,1863558897157;20000;0;0;0;0;40000;0;0;0;74;
1974;40000;0,765833333333333;12;7;5;1;91;91;90;90;90;1;551,4;0,765833333333333;76196,6444926593;16,2466530448482;20000;0;0;10000;10000;0;0;0;0;56;
1975;140000;0,841111111111111;16;6;10;1;90;90;94;92;92;1;605,6;0,841111111111111;84268,5320196989;19,8624576894026;10000;50000;0;0;0;40000;20000;20000;0;85;
1976;240000;0,853333333333334;14;5;9;1;94;93;93;95;95;1;614,4;0,853333333333334;75618,2713007978;18,077316730062;0;40000;0;40000;30000;30000;50000;50000;0;104;
1977;130000;0,881388888888889;12;5;7;1;92;90;90;90;90;2;634,6;0,881388888888889;65607,1758791506;16,1741997762672;0;20000;0;20000;0;0;0;0;90000;44;
1978;150000;0,812777777777778;13;5;8;2;90;90;91;91;90;1;585,2;0,812777777777778;71203,2453089147;16,1902236814929;0;30000;100000;0;0;10000;10000;0;0;93;
1979;170000;0,906944444444444;10;5;5;1;90;90;92;93;93;2;653;0,906944444444444;54133,2780022282;13,7036701921605;0;0;0;0;0;20000;30000;30000;90000;9;
1980;100000;0,789722222222222;10;5;5;1;90;90;93;95;92;1;568,6;0,789722222222222;64259,3692404275;14,1326009665027;0;0;0;0;0;30000;50000;20000;0;45;
1981;80000;0,799166666666667;13;5;8;1;90;93;90;90;92;1;575,4;0,799166666666667;77124,0522834977;17,2108869606791;0;30000;0;0;30000;0;0;20000;0;66;
1982;240000;0,897222222222222;10;5;5;2;90;90;95;90;90;2;646;0,897222222222222;53061,8835002442;13,2899211971519;0;0;100000;0;0;50000;0;0;90000;60;
1983;50000;0,778888888888889;10;5;5;1;93;90;90;91;91;1;560,8;0,778888888888889;65839,771676672;14,2732140198896;0;0;0;30000;0;0;10000;10000;0;33;
1984;160000;0,84;13;5;8;2;90;90;90;91;92;1;604,8;0,84;69071,356494708;16,2326075308654;0;30000;100000;0;0;0;10000;20000;0;90;
1985;230000;0,921944444444444;10;5;5;1;90;90;95;94;95;2;663,8;0,921944444444444;46552,3549296027;11,9455894398962;0;0;0;0;0;50000;40000;50000;90000;10;
1986;100000;0,837222222222222;14;5;9;1;91;90;91;92;92;1;602,8;0,837222222222222;77256,8836117428;18,0929108881656;0;40000;0;10000;0;10000;20000;20000;0;23;
1987;70000;0,7925;11;5;6;1;92;90;90;92;92;1;570,6;0,7925;68866,7058908354;15,220749785653;0;10000;0;20000;0;0;20000;20000;0;53;
1988;120000;0,885277777777778;10;5;5;1;90;91;90;92;90;2;637,4;0,885277777777778;57883,2744579346;14,2875833198586;0;0;0;0;10000;0;20000;0;90000;14;
1989;120000;0,807222222222222;10;5;5;1;90;90;94;94;94;1;581,2;0,807222222222222;62642,4722400958;14,0733584092804;0;0;0;0;0;40000;40000;40000;0;36;
1990;90000;0,788055555555556;10;5;5;1;90;91;94;93;91;1;567,4;0,788055555555556;64577,8623582476;14,1664019208723;0;0;0;0;10000;40000;30000;10000;0;46;
1991;280000;0,919166666666667;11;5;6;1;92;93;95;95;93;2;661,8;0,919166666666667;58210,1633069;14,9458249415348;0;10000;0;20000;30000;50000;50000;30000;90000;34;
1992;80000;0,821111111111111;12;5;7;1;90;90;94;91;91;1;591,2;0,821111111111111;69819,7405259513;16,0392249823883;0;20000;0;0;0;40000;10000;10000;0;14;
1993;200000;0,915;10;5;5;1;90;91;95;93;92;2;658,8;0,915;52876,9471740447;13,4932807249385;0;0;0;0;10000;50000;30000;20000;90000;10;
1994;140000;0,885833333333333;12;7;5;1;92;90;90;91;90;2;637,8;0,885833333333333;66036,1087669618;16,320931153521;20000;0;0;20000;0;0;10000;0;90000;50;
1995;100000;0,838333333333333;14;5;9;1;90;90;94;90;92;1;603,6;0,838333333333333;76250,2016141063;17,9515073315052;0;40000;0;0;0;40000;0;20000;0;22;
1996;160000;0,895;12;5;7;1;90;91;91;91;92;2;644,4;0,895;64091,4215788328;16,0424822236459;0;20000;0;0;10000;10000;10000;20000;90000;43;
1997;90000;0,785833333333333;10;5;5;1;90;90;94;92;93;1;565,8;0,785833333333333;64264,624250394;14,0930163040385;0;0;0;0;0;40000;20000;30000;0;52;
1998;180000;0,893055555555555;15;6;9;1;90;90;91;91;92;2;643;0,893055555555555;72528,082828781;18,1449872710572;10000;40000;0;0;0;10000;10000;20000;90000;71;
1999;140000;0,821111111111111;12;5;7;1;90;90;95;94;93;1;591,2;0,821111111111111;69303,2602081113;15,8913268706634;0;20000;0;0;0;50000;40000;30000;0;79;
2000;40000;0,7925;11;5;6;1;91;91;90;91;90;1;570,6;0,7925;69202,9089320459;15,2791084047466;0;10000;0;10000;10000;0;10000;0;0;17;
2001;50000;0,809722222222222;13;5;8;1;90;90;90;92;90;1;583;0,809722222222222;75985,0581966919;17,205046336948;0;30000;0;0;0;0;20000;0;0;13;
2002;70000;0,766111111111111;10;5;5;1;90;91;94;92;90;1;551,6;0,766111111111111;66302,2357048129;14,1557455461864;0;0;0;0;10000;40000;20000;0;0;89;
2003;30000;0,754722222222222;12;7;5;1;90;90;90;90;91;1;543,4;0,754722222222222;76987,7029208626;16,1754315500229;20000;0;0;0;0;0;0;10000;0;35;
2004;80000;0,797777777777778;10;5;5;1;90;91;91;91;95;1;574,4;0,797777777777778;64094,6402107834;14,2119649987634;0;0;0;0;10000;10000;10000;50000;0;15;
2005;110000;0,806944444444445;10;5;5;1;90;90;94;93;94;1;581;0,806944444444445;62806,4622598245;14,1273641363075;0;0;0;0;0;40000;30000;40000;0;23;
2006;80000;0,825277777777778;13;5;8;1;90;91;90;90;94;1;594,2;0,825277777777778;74468,4007139156;17,2276103856577;0;30000;0;0;10000;0;0;40000;0;20;
2007;200000;0,913055555555556;12;5;7;1;90;90;94;93;92;2;657,4;0,913055555555556;56421,8393627371;14,3988903630772;0;20000;0;0;0;40000;30000;20000;90000;20;
2008;200000;0,914444444444444;10;5;5;1;90;90;95;94;92;2;658,4;0,914444444444444;51514,3782437367;13,1463410947117;0;0;0;0;0;50000;40000;20000;90000;12;
2009;160000;0,892777777777778;12;5;7;1;91;90;94;90;90;2;642,8;0,892777777777778;62983,4689942943;15,7252544868463;0;20000;0;10000;0;40000;0;0;90000;51;
2010;200000;0,909166666666667;13;5;8;1;90;90;95;93;90;2;654,6;0,909166666666667;59661,996113425;15,1808494887706;0;30000;0;0;0;50000;30000;0;90000;36;
2011;280000;0,927777777777778;10;5;5;1;92;92;95;95;95;2;668;0,927777777777778;53093,6203559336;13,7527516939231;0;0;0;20000;20000;50000;50000;50000;90000;9;
2012;140000;0,897222222222222;10;5;5;1;90;90;92;90;93;2;646;0,897222222222222;55554,6556624312;13,9035821940761;0;0;0;0;0;20000;0;30000;90000;7;
2013;50000;0,774444444444445;10;5;5;1;90;91;91;93;90;1;557,6;0,774444444444445;65826,8294033868;14,2161099786375;0;0;0;0;10000;10000;30000;0;0;47;
2014;130000;0,887777777777778;11;5;6;1;91;91;91;90;90;2;639,2;0,887777777777778;61131,9933752911;15,1586959596864;0;10000;0;10000;10000;10000;0;0;90000;25;
2015;40000;0,761388888888889;10;5;5;1;90;91;90;93;90;1;548,2;0,761388888888889;67036,1327319454;14,2008976874707;0;0;0;0;10000;0;30000;0;0;54;
2016;80000;0,789722222222222;10;5;5;1;90;91;92;93;92;1;568,6;0,789722222222222;64740,2609826248;14,1834733927225;0;0;0;0;10000;20000;30000;20000;0;35;
2017;180000;0,893888888888889;14;5;9;1;90;90;91;91;93;2;643,6;0,893888888888889;68296,4220094565;17,1098269579273;0;40000;0;0;0;10000;10000;30000;90000;69;
2018;200000;0,881944444444445;15;5;10;1;93;91;92;90;90;2;635;0,881944444444445;75836,5181323283;18,7888155956066;0;50000;0;30000;10000;20000;0;0;90000;92;
2019;90000;0,836944444444444;13;5;8;1;90;92;91;91;92;1;602,6;0,836944444444444;73223,4994973681;17,1529213376486;0;30000;0;0;20000;10000;10000;20000;0;8;
2020;180000;0,890555555555556;14;5;9;1;90;92;93;90;90;2;641,2;0,890555555555556;70849,6129357647;17,690096591427;0;40000;0;0;20000;30000;0;0;90000;76;
2021;190000;0,9125;10;5;5;1;90;90;95;94;91;2;657;0,9125;52257,995428203;13,3117906630936;0;0;0;0;0;50000;40000;10000;90000;6;
2022;170000;0,864166666666666;13;5;8;1;91;91;95;93;94;1;622,2;0,864166666666666;70517,388835938;17,0538255949088;0;30000;0;10000;10000;50000;30000;40000;0;80;
2023;130000;0,89;10;5;5;1;91;91;90;90;92;2;640,8;0,89;57931,1033281922;14,367631840677;0;0;0;10000;10000;0;0;20000;90000;15;
2024;30000;0,7675;11;6;5;1;90;91;90;90;91;1;552,6;0,7675;71238,5924046529;15,2307484318281;10000;0;0;0;10000;0;0;10000;0;22;
2025;130000;0,888055555555555;10;5;5;1;90;91;91;92;90;2;639,4;0,888055555555555;57078,2708271223;14,154044873343;0;0;0;0;10000;10000;20000;0;90000;23;
2026;220000;0,812777777777778;10;5;5;1;93;94;95;95;95;1;585,2;0,812777777777778;62683,0284034161;14,1841461629611;0;0;0;30000;40000;50000;50000;50000;0;83;
2027;40000;0,776666666666667;10;5;5;1;92;90;91;91;90;1;559,2;0,776666666666667;65868,9352331834;14,2520777641005;0;0;0;20000;0;10000;10000;0;0;31;
2028;120000;0,811944444444444;12;5;7;2;90;90;90;90;90;1;584,6;0,811944444444444;67290,8264073239;15,2579502172638;0;20000;100000;0;0;0;0;0;0;52;
2029;30000;0,754722222222222;12;7;5;1;90;90;90;90;91;1;543,4;0,754722222222222;76987,7029208626;16,1754315500229;20000;0;0;0;0;0;0;10000;0;35;
2030;120000;0,8275;13;5;8;1;90;92;93;92;92;1;595,8;0,8275;74341,1034715737;17,209393572054;0;30000;0;0;20000;30000;20000;20000;0;48;
2031;70000;0,775833333333333;10;5;5;1;90;92;94;90;91;1;558,6;0,775833333333333;65599,2456251798;14,198438628178;0;0;0;0;20000;40000;0;10000;0;70;
2032;80000;0,795555555555555;10;5;5;1;90;90;94;91;93;1;572,8;0,795555555555555;63768,5641911918;14,1307452764907;0;0;0;0;0;40000;10000;30000;0;20;
2033;250000;0,923888888888889;10;5;5;1;90;91;95;95;95;2;665,2;0,923888888888889;47080,130785447;12,135800556629;0;0;0;0;10000;50000;50000;50000;90000;10;
2034;250000;0,916666666666667;14;5;9;1;90;90;93;95;94;2;660;0,916666666666667;60576,0303698856;15,5183103897995;0;40000;0;0;0;30000;50000;40000;90000;38;
2035;40000;0,786944444444444;10;5;5;1;92;90;90;90;92;1;566,6;0,786944444444444;65158,2781254634;14,2729938529172;0;0;0;20000;0;0;0;20000;0;8;
2036;240000;0,785277777777778;13;8;5;2;90;90;93;93;95;1;565,4;0,785277777777778;73550,3840780066;16,0722744340566;30000;0;100000;0;0;30000;30000;50000;0;118;
